Timestamp,Location,Family member,Age,Male members,Female members,Building age,Land size,Male guest room,Female guest room,Living room,Outside room,,total family members ,,,,
2019/05/24 6:21:17 pm GMT-6,4.00,1.00,65.00,5.00,4.00,1989.00,506.00,360.00,20.00,360.00,360.00,,9.00,,,,
2019/05/24 6:22:10 pm GMT-6,2.00,1.00,65.00,2.00,3.00,2004.00,450.00,1.00,0.00,360.00,360.00,,5.00,,,,
2019/05/24 6:32:06 pm GMT-6,4.00,1.00,65.00,4.00,2.00,2011.00,750.00,180.00,95.00,360.00,0.00,,6.00,,,,
2019/05/24 6:33:13 pm GMT-6,4.00,1.00,65.00,2.00,1.00,1989.00,800.00,30.00,0.00,360.00,25.00,,3.00,,,,
2019/05/24 6:34:57 pm GMT-6,4.00,2.00,65.00,3.00,5.00,1989.00,1000.00,360.00,360.00,360.00,100.00,,8.00,,,,
2019/05/24 6:41:08 pm GMT-6,1.00,4.00,65.00,3.00,3.00,2011.00,1200.00,20.00,3.00,360.00,360.00,,6.00,,,,
2019/05/24 6:43:22 pm GMT-6,3.00,2.00,65.00,3.00,4.00,1977.00,450.00,40.00,360.00,360.00,360.00,,7.00,,,,
2019/05/24 6:48:07 pm GMT-6,2.00,1.00,65.00,4.00,4.00,2004.00,1000.00,12.00,0.00,360.00,360.00,,8.00,,,,
2019/05/24 6:55:27 pm GMT-6,2.00,2.00,65.00,11.00,3.00,2008.00,1000.00,10.00,15.00,360.00,250.00,,14.00,,,,
2019/05/24 7:07:33 pm GMT-6,4.00,1.00,65.00,7.00,8.00,1998.00,500.00,15.00,13.00,360.00,280.00,,15.00,,,,
2019/05/24 7:29:23 pm GMT-6,4.00,3.00,65.00,4.00,4.00,1994.00,300.00,3.00,0.00,360.00,0.00,,8.00,,,,
2019/05/24 8:15:53 pm GMT-6,5.00,3.00,65.00,2.00,5.00,2003.00,400.00,208.00,200.00,260.00,0.00,,7.00,,,,
2019/05/24 8:18:43 pm GMT-6,2.00,1.00,65.00,2.00,4.00,1999.00,800.00,4.00,5.00,20.00,25.00,,6.00,,,,
2019/05/24 9:04:27 pm GMT-6,4.00,1.00,65.00,2.00,3.00,2007.00,400.00,12.00,12.00,270.00,270.00,,5.00,,,,
2019/05/24 10:10:03 pm GMT-6,4.00,1.00,65.00,3.00,5.00,2008.00,500.00,360.00,200.00,360.00,35.00,,8.00,,,,
2019/05/24 10:45:26 pm GMT-6,2.00,1.00,65.00,3.00,3.00,2007.00,1000.00,50.00,20.00,360.00,40.00,,6.00,,,,
2019/05/25 3:49:32 am GMT-6,2.00,1.00,65.00,6.00,4.00,2006.00,400.00,150.00,360.00,360.00,0.00,,10.00,,,,
2019/05/25 6:36:55 am GMT-6,4.00,1.00,65.00,5.00,6.00,1989.00,400.00,40.00,20.00,360.00,0.00,,11.00,,,,
2019/05/25 7:28:36 am GMT-6,2.00,1.00,65.00,2.00,2.00,1999.00,700.00,2.00,60.00,40.00,360.00,,4.00,,,,
2019/05/25 7:32:31 am GMT-6,2.00,1.00,65.00,2.00,2.00,1999.00,700.00,2.00,40.00,30.00,360.00,,4.00,,,,
2019/05/25 8:35:03 am GMT-6,2.00,3.00,65.00,2.00,7.00,2014.00,700.00,48.00,12.00,360.00,30.00,,9.00,,,,
2019/05/25 10:25:40 am GMT-6,5.00,3.00,65.00,6.00,3.00,1993.00,700.00,2.00,2.00,360.00,360.00,,9.00,,,,
2019/05/25 1:42:29 pm GMT-6,4.00,1.00,65.00,4.00,1.00,1989.00,900.00,2.00,12.00,360.00,360.00,,5.00,,,,
2019/05/25 5:53:07 pm GMT-6,3.00,1.00,65.00,6.00,4.00,1999.00,1500.00,10.00,10.00,360.00,0.00,,10.00,,,,
2019/05/26 4:02:20 am GMT-6,4.00,1.00,65.00,2.00,3.00,1994.00,1100.00,10.00,0.00,360.00,0.00,,5.00,,,,
2019/05/26 5:13:53 pm GMT-6,2.00,2.00,65.00,4.00,3.00,2008.00,450.00,100.00,0.00,360.00,0.00,,7.00,,,,
2019/05/30 11:20:06 am GMT-6,5.00,1.00,65.00,3.00,3.00,1985.00,1200.00,30.00,60.00,360.00,0.00,,6.00,,,,
2019/05/22 11:34:16 am GMT-6,2.00,1.00,66.00,6.00,3.00,2004.00,1200.00,50.00,50.00,360.00,360.00,,9.00,,,,
2019/05/22 12:27:14 pm GMT-6,2.00,1.00,66.00,4.00,2.00,1989.00,2500.00,4.00,0.00,360.00,30.00,,6.00,,,,
2019/05/24 5:54:15 pm GMT-6,5.00,1.00,66.00,1.00,4.00,2007.00,320.00,80.00,90.00,360.00,0.00,,5.00,,,,
2019/05/24 5:55:13 pm GMT-6,2.00,1.00,66.00,3.00,3.00,2002.00,400.00,20.00,15.00,360.00,150.00,,6.00,,,,
2019/05/24 6:01:36 pm GMT-6,4.00,1.00,66.00,3.00,2.00,1994.00,900.00,12.00,0.00,360.00,360.00,,5.00,,,,
2019/05/24 6:08:14 pm GMT-6,4.00,1.00,66.00,7.00,2.00,1992.00,484.00,4.00,52.00,360.00,360.00,,9.00,,,,
2019/05/24 6:16:22 pm GMT-6,2.00,1.00,66.00,4.00,4.00,2006.00,1000.00,4.00,2.00,360.00,360.00,,8.00,,,,
2019/05/24 8:52:10 pm GMT-6,4.00,2.00,66.00,4.00,4.00,1985.00,650.00,5.00,5.00,360.00,3.00,,8.00,,,,
2019/05/24 9:24:23 pm GMT-6,2.00,2.00,66.00,2.00,2.00,2008.00,350.00,20.00,60.00,360.00,260.00,,4.00,,,,
2019/06/02 7:11:48 am GMT-6,2.00,1.00,66.00,3.00,2.00,2009.00,1800.00,4.00,24.00,360.00,360.00,,5.00,,,,
2019/05/22 6:49:07 am GMT-6,1.00,2.00,67.00,2.00,2.00,1999.00,2500.00,6.00,10.00,360.00,100.00,,4.00,,,,
2019/05/22 4:37:21 pm GMT-6,2.00,2.00,67.00,1.00,5.00,1995.00,3000.00,2.00,3.00,360.00,360.00,,6.00,,,,
2019/05/23 7:16:57 am GMT-6,2.00,2.00,67.00,1.00,5.00,1995.00,3000.00,2.00,3.00,360.00,360.00,,6.00,,,,
2019/05/24 11:55:14 am GMT-6,4.00,1.00,67.00,5.00,4.00,1986.00,1000.00,150.00,50.00,360.00,100.00,,9.00,,,,
2019/05/24 12:26:37 pm GMT-6,1.00,4.00,67.00,2.00,3.00,1991.00,300.00,360.00,360.00,360.00,0.00,,5.00,,,,
2019/05/24 2:45:07 pm GMT-6,1.00,1.00,67.00,3.00,2.00,1994.00,1000.00,4.00,360.00,360.00,3.00,,5.00,,,,
2019/05/24 5:46:55 pm GMT-6,1.00,2.00,67.00,10.00,6.00,2014.00,850.00,36.00,3.00,360.00,360.00,,16.00,,,,
2019/05/24 5:46:59 pm GMT-6,4.00,1.00,67.00,10.00,5.00,1993.00,700.00,10.00,30.00,360.00,300.00,,15.00,,,,
2019/05/24 5:48:29 pm GMT-6,1.00,1.00,67.00,5.00,4.00,2004.00,500.00,52.00,5.00,360.00,360.00,,9.00,,,,
2019/05/24 8:21:55 pm GMT-6,4.00,1.00,67.00,5.00,3.00,1998.00,500.00,10.00,25.00,360.00,100.00,,8.00,,,,
2019/05/25 11:52:50 am GMT-6,5.00,1.00,67.00,5.00,4.00,2011.00,870.00,360.00,100.00,360.00,0.00,,9.00,,,,
2019/05/22 12:39:40 pm GMT-6,1.00,1.00,68.00,5.00,3.00,1999.00,650.00,3.00,4.00,360.00,360.00,,8.00,,,,
2019/05/22 1:21:41 pm GMT-6,1.00,1.00,68.00,3.00,4.00,1987.00,4000.00,1.00,10.00,160.00,360.00,,7.00,,,,
2019/05/24 11:58:43 am GMT-6,2.00,3.00,68.00,4.00,4.00,2000.00,10000.00,14.00,30.00,360.00,100.00,,8.00,,,,
2019/05/24 5:59:32 pm GMT-6,5.00,1.00,68.00,8.00,6.00,2009.00,625.00,10.00,30.00,20.00,360.00,,14.00,,,,
2019/05/24 6:06:22 pm GMT-6,5.00,2.00,68.00,6.00,1.00,1987.00,400.00,20.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 6:38:12 pm GMT-6,5.00,3.00,68.00,4.00,0.00,1986.00,500.00,0.00,0.00,360.00,52.00,,4.00,,,,
2019/05/24 7:54:10 pm GMT-6,2.00,3.00,68.00,3.00,3.00,2006.00,580.00,10.00,40.00,330.00,300.00,,6.00,,,,
2019/05/24 8:37:02 pm GMT-6,4.00,1.00,68.00,6.00,6.00,1987.00,400.00,50.00,100.00,360.00,360.00,,12.00,,,,
2019/05/24 9:30:31 pm GMT-6,4.00,1.00,68.00,2.00,3.00,1998.00,500.00,8.00,20.00,360.00,360.00,,5.00,,,,
2019/05/23 3:09:21 am GMT-6,4.00,1.00,69.00,2.00,2.00,1989.00,900.00,200.00,100.00,360.00,300.00,,4.00,,,,
2019/05/24 7:31:06 pm GMT-6,2.00,2.00,69.00,6.00,5.00,1984.00,600.00,120.00,150.00,200.00,40.00,,11.00,,,,
2019/05/22 5:03:16 am GMT-6,5.00,1.00,70.00,6.00,3.00,1994.00,400.00,5.00,10.00,360.00,0.00,,9.00,,,,
2019/05/22 5:53:10 am GMT-6,4.00,1.00,70.00,2.00,2.00,1989.00,1000.00,100.00,2.00,360.00,200.00,,4.00,,,,
2019/05/22 8:02:55 am GMT-6,3.00,3.00,70.00,3.00,4.00,2009.00,700.00,24.00,36.00,360.00,360.00,,7.00,,,,
2019/05/22 8:20:17 am GMT-6,3.00,4.00,70.00,1.00,3.00,1979.00,500.00,2.00,0.00,360.00,250.00,,4.00,,,,
2019/05/22 11:52:55 am GMT-6,2.00,1.00,70.00,8.00,4.00,2013.00,750.00,30.00,30.00,360.00,360.00,,12.00,,,,
2019/05/22 12:34:56 pm GMT-6,2.00,1.00,70.00,3.00,0.00,1989.00,850.00,4.00,5.00,10.00,200.00,,3.00,,,,
2019/05/22 2:03:04 pm GMT-6,2.00,1.00,70.00,1.00,1.00,1989.00,1000.00,100.00,50.00,30.00,20.00,,2.00,,,,
2019/05/22 3:15:49 pm GMT-6,1.00,3.00,70.00,4.00,1.00,2016.00,300.00,60.00,0.00,360.00,0.00,,5.00,,,,
2019/05/22 6:18:45 pm GMT-6,2.00,1.00,70.00,8.00,4.00,2013.00,750.00,30.00,30.00,360.00,360.00,,12.00,,,,
2019/05/23 2:45:50 am GMT-6,2.00,1.00,70.00,3.00,4.00,2007.00,900.00,20.00,6.00,360.00,15.00,,7.00,,,,
2019/05/24 11:38:53 am GMT-6,4.00,1.00,70.00,10.00,2.00,1995.00,750.00,20.00,0.00,360.00,3.00,,12.00,,,,
2019/05/24 11:46:25 am GMT-6,2.00,1.00,70.00,6.00,4.00,2009.00,2500.00,6.00,6.00,360.00,0.00,,10.00,,,,
2019/05/24 11:51:13 am GMT-6,2.00,1.00,70.00,6.00,3.00,1990.00,1200.00,5.00,8.00,360.00,300.00,,9.00,,,,
2019/05/24 12:21:15 pm GMT-6,4.00,3.00,70.00,0.00,0.00,1992.00,630.00,7.00,3.00,200.00,30.00,,0.00,,,,
2019/05/24 12:31:18 pm GMT-6,4.00,1.00,70.00,2.00,5.00,1994.00,1700.00,30.00,40.00,360.00,150.00,,7.00,,,,
2019/05/24 1:10:28 pm GMT-6,2.00,2.00,70.00,2.00,5.00,2008.00,2000.00,20.00,40.00,360.00,10.00,,7.00,,,,
2019/05/24 1:50:00 pm GMT-6,1.00,2.00,70.00,4.00,1.00,1985.00,600.00,20.00,0.00,12.00,360.00,,5.00,,,,
2019/05/24 3:06:46 pm GMT-6,3.00,1.00,70.00,3.00,6.00,1979.00,400.00,300.00,300.00,360.00,0.00,,9.00,,,,
2019/05/24 3:19:20 pm GMT-6,2.00,1.00,70.00,2.00,2.00,1987.00,1200.00,100.00,100.00,360.00,360.00,,4.00,,,,
2019/05/24 5:49:48 pm GMT-6,4.00,1.00,70.00,4.00,4.00,1994.00,250.00,70.00,90.00,360.00,180.00,,8.00,,,,
2019/05/24 6:08:43 pm GMT-6,2.00,2.00,70.00,4.00,7.00,2014.00,900.00,20.00,1.00,360.00,300.00,,11.00,,,,
2019/05/24 6:29:09 pm GMT-6,2.00,2.00,70.00,5.00,2.00,1997.00,660.00,4.00,25.00,100.00,360.00,,7.00,,,,
2019/05/24 6:44:29 pm GMT-6,2.00,1.00,70.00,3.00,4.00,2003.00,700.00,1.00,1.00,360.00,360.00,,7.00,,,,
2019/05/24 7:01:11 pm GMT-6,4.00,1.00,70.00,5.00,5.00,1978.00,500.00,104.00,2.00,360.00,0.00,,10.00,,,,
2019/05/24 7:14:33 pm GMT-6,2.00,1.00,70.00,3.00,4.00,1979.00,600.00,22.00,20.00,360.00,18.00,,7.00,,,,
2019/05/24 7:22:07 pm GMT-6,2.00,3.00,70.00,4.00,4.00,2000.00,1500.00,12.00,12.00,360.00,360.00,,8.00,,,,
2019/05/24 7:43:53 pm GMT-6,2.00,2.00,70.00,4.00,6.00,1998.00,2000.00,25.00,10.00,360.00,360.00,,10.00,,,,
2019/05/24 8:18:33 pm GMT-6,2.00,1.00,70.00,4.00,3.00,1999.00,700.00,3.00,4.00,360.00,0.00,,7.00,,,,
2019/05/24 8:49:34 pm GMT-6,5.00,1.00,70.00,3.00,3.00,2010.00,2000.00,200.00,50.00,360.00,0.00,,6.00,,,,
2019/05/24 10:36:00 pm GMT-6,4.00,1.00,70.00,6.00,3.00,2016.00,800.00,30.00,10.00,360.00,360.00,,9.00,,,,
2019/05/25 8:24:40 am GMT-6,4.00,1.00,70.00,5.00,3.00,2007.00,900.00,12.00,52.00,360.00,50.00,,8.00,,,,
2019/05/25 9:05:44 am GMT-6,2.00,1.00,70.00,2.00,3.00,1999.00,750.00,4.00,4.00,360.00,360.00,,5.00,,,,
2019/05/25 4:58:42 pm GMT-6,5.00,1.00,70.00,5.00,2.00,1984.00,625.00,80.00,20.00,360.00,360.00,,7.00,,,,
2019/05/25 5:41:55 pm GMT-6,2.00,1.00,70.00,3.00,3.00,1980.00,170.00,4.00,4.00,360.00,0.00,,6.00,,,,
2019/05/26 11:02:56 am GMT-6,4.00,1.00,70.00,4.00,8.00,1995.00,800.00,100.00,40.00,300.00,360.00,,12.00,,,,
2019/05/24 4:53:15 pm GMT-6,5.00,2.00,72.00,4.00,3.00,1994.00,500.00,20.00,30.00,360.00,80.00,,7.00,,,,
2019/05/24 5:48:01 pm GMT-6,2.00,2.00,72.00,7.00,3.00,2018.00,450.00,4.00,10.00,360.00,360.00,,10.00,,,,
2019/05/24 6:43:25 pm GMT-6,3.00,3.00,72.00,6.00,6.00,1999.00,1000.00,10.00,6.00,360.00,0.00,,12.00,,,,
2019/05/24 6:49:10 pm GMT-6,5.00,2.00,72.00,5.00,4.00,2011.00,375.00,300.00,60.00,360.00,0.00,,9.00,,,,
2019/05/24 7:36:25 pm GMT-6,1.00,1.00,72.00,4.00,3.00,1989.00,900.00,100.00,50.00,360.00,360.00,,7.00,,,,
2019/05/24 8:01:10 pm GMT-6,5.00,1.00,72.00,3.00,5.00,1989.00,450.00,25.00,0.00,360.00,0.00,,8.00,,,,
2019/05/25 2:29:18 am GMT-6,2.00,3.00,72.00,6.00,11.00,2010.00,10000.00,10.00,10.00,330.00,300.00,,17.00,,,,
2019/05/24 8:40:32 pm GMT-6,4.00,2.00,73.00,6.00,4.00,2014.00,2000.00,21.00,0.00,360.00,360.00,,10.00,,,,
2019/05/24 10:11:45 pm GMT-6,5.00,1.00,73.00,3.00,5.00,2012.00,730.00,30.00,15.00,360.00,360.00,,8.00,,,,
2019/05/24 5:56:50 pm GMT-6,4.00,4.00,74.00,4.00,4.00,2005.00,500.00,30.00,10.00,360.00,360.00,,8.00,,,,
2019/05/22 11:36:43 am GMT-6,2.00,2.00,75.00,4.00,6.00,2000.00,2400.00,1.00,0.00,360.00,360.00,,10.00,,,,
2019/05/23 9:20:00 pm GMT-6,1.00,1.00,75.00,0.00,2.00,1989.00,1000.00,4.00,40.00,360.00,360.00,,2.00,,,,
2019/05/24 12:18:37 pm GMT-6,4.00,2.00,75.00,1.00,0.00,1978.00,640.00,5.00,5.00,360.00,360.00,,1.00,,,,
2019/05/24 12:53:10 pm GMT-6,4.00,1.00,75.00,4.00,1.00,1985.00,300.00,1.00,2.00,360.00,360.00,,5.00,,,,
2019/05/24 5:14:50 pm GMT-6,1.00,2.00,75.00,4.00,4.00,1989.00,8000.00,360.00,12.00,360.00,360.00,,8.00,,,,
2019/05/24 5:50:11 pm GMT-6,1.00,1.00,75.00,3.00,3.00,2008.00,500.00,100.00,100.00,360.00,0.00,,6.00,,,,
2019/05/24 5:52:02 pm GMT-6,5.00,1.00,75.00,4.00,4.00,1988.00,400.00,120.00,50.00,360.00,360.00,,8.00,,,,
2019/05/24 6:11:38 pm GMT-6,2.00,1.00,75.00,3.00,3.00,1984.00,1000.00,5.00,8.00,360.00,360.00,,6.00,,,,
2019/05/24 6:56:11 pm GMT-6,2.00,3.00,75.00,4.00,4.00,1989.00,750.00,1.00,1.00,3.00,360.00,,8.00,,,,
2019/05/24 7:05:46 pm GMT-6,5.00,2.00,75.00,7.00,4.00,1982.00,600.00,10.00,2.00,360.00,60.00,,11.00,,,,
2019/05/24 9:57:28 pm GMT-6,2.00,1.00,75.00,5.00,4.00,1999.00,950.00,50.00,25.00,360.00,0.00,,9.00,,,,
2019/05/27 8:59:21 pm GMT-6,2.00,3.00,75.00,2.00,2.00,2018.00,800.00,50.00,0.00,360.00,360.00,,4.00,,,,
2019/05/24 6:04:15 pm GMT-6,5.00,1.00,76.00,2.00,2.00,1989.00,560.00,6.00,6.00,40.00,0.00,,4.00,,,,
2019/05/25 1:32:42 pm GMT-6,4.00,1.00,76.00,4.00,3.00,1989.00,800.00,24.00,5.00,200.00,360.00,,7.00,,,,
2019/05/24 7:52:43 pm GMT-6,2.00,1.00,77.00,1.00,1.00,1994.00,2000.00,300.00,30.00,360.00,360.00,,2.00,,,,
2019/05/25 10:44:02 am GMT-6,2.00,1.00,77.00,4.00,5.00,2003.00,2500.00,12.00,6.00,100.00,100.00,,9.00,,,,
2019/05/22 2:35:24 pm GMT-6,2.00,2.00,78.00,2.00,1.00,2011.00,750.00,2.00,10.00,360.00,360.00,,3.00,,,,
2019/05/24 12:34:47 pm GMT-6,1.00,2.00,78.00,2.00,1.00,1974.00,600.00,50.00,30.00,360.00,360.00,,3.00,,,,
2019/05/24 6:12:43 pm GMT-6,5.00,3.00,78.00,2.00,3.00,1979.00,600.00,5.00,2.00,360.00,0.00,,5.00,,,,
2019/05/29 4:17:20 pm GMT-6,1.00,1.00,78.00,1.00,3.00,2004.00,365.00,1.00,1.00,360.00,360.00,,4.00,,,,
2019/05/22 5:43:12 pm GMT-6,2.00,1.00,80.00,4.00,3.00,1984.00,529.00,5.00,5.00,360.00,200.00,,7.00,,,,
2019/05/24 11:41:24 am GMT-6,2.00,2.00,80.00,5.00,3.00,1999.00,700.00,4.00,12.00,360.00,0.00,,8.00,,,,
2019/05/24 1:26:34 pm GMT-6,1.00,3.00,80.00,4.00,6.00,1979.00,800.00,30.00,20.00,360.00,360.00,,10.00,,,,
2019/05/24 7:04:14 pm GMT-6,4.00,1.00,80.00,3.00,4.00,2001.00,750.00,40.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 9:08:41 pm GMT-6,2.00,1.00,80.00,2.00,2.00,2006.00,1750.00,25.00,10.00,100.00,250.00,,4.00,,,,
2019/05/25 7:39:43 am GMT-6,4.00,1.00,80.00,2.00,1.00,1986.00,800.00,10.00,10.00,360.00,10.00,,3.00,,,,
2019/05/25 10:26:20 am GMT-6,5.00,2.00,80.00,4.00,2.00,1984.00,900.00,24.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 5:48:09 pm GMT-6,1.00,3.00,83.00,2.00,4.00,2008.00,800.00,10.00,0.00,360.00,360.00,,6.00,,,,
2019/05/25 5:46:12 pm GMT-6,5.00,1.00,83.00,0.00,0.00,1989.00,700.00,4.00,0.00,360.00,0.00,,0.00,,,,
2019/05/22 7:15:43 pm GMT-6,5.00,3.00,84.00,2.00,3.00,1994.00,1000.00,50.00,70.00,360.00,0.00,,5.00,,,,
2019/05/25 6:12:56 pm GMT-6,5.00,1.00,84.00,2.00,1.00,1989.00,2000.00,52.00,52.00,52.00,360.00,,3.00,,,,
2019/05/24 6:00:43 pm GMT-6,2.00,1.00,85.00,8.00,6.00,1985.00,750.00,10.00,20.00,360.00,360.00,,14.00,,,,
2019/05/22 1:57:31 pm GMT-6,1.00,1.00,89.00,3.00,4.00,1989.00,600.00,50.00,20.00,30.00,60.00,,7.00,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,, ,,,,,,
